 Year,Rainfall,Humidity,Min Temperature,Max Temperature,Moisture level,Location,Min Ph,Max Ph,NP,Moderate temperature,Moderate,Moderate rainfall,Crop,Investment,Total Obtained,Profit,Yield In Quintal,Cost per quintal,Area,Per Acre,CProfit,Production,Seed cost per KG,Seeds Per hectare,Seeds Cost,Fetilizers per kg,Fetilizers per hectare,Fertilizers cost,Harvest per Acre,Others,rain
2003,524,0.23,27,34,28,Bijapur,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1675,,37831,597,,Indi,12991,16335,878,17.36,1305,22654.8,70,47,3290,38316,11537,524
2003,564,0.23,27,34,30,Chitradurga,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1675,8331450,37978,2487,1675,Holalkere,12422,16901,895,17.49,1513,26462.37,64,45,2880,44083,12546,564
2003,659,0.23,27,34,29,Chitradurga,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1676,,39979,691,,Hosadurga,12418,16402,837,18.43,1507,27774.01,63,47,2961,41622,10363,659
2003,618,0.23,27,34,31,Chitradurga,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1676,,42901,684,,Hiriyur,13138,17097,755,15.13,1429,21620.77,64,54,3456,35520,10534,618
2003,848,0.23,27,34,31,Dharwad,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1676,7441440,40730,2220,1676,Annigeri,14423,16846,771,17.22,1271,21886.62,62,45,2790,43821,10281,848
2003,830,0.23,27,34,28,Dharwad,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1677,,40738,721,,Kundgol,15340,16708,723,18.58,1244,23113.52,61,48,2928,45016,13442,830
2003,827,0.23,27,34,27,Dharwad,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1677,,40035,609,,Alnavar,10967,16424,726,15.63,1582,24726.66,55,45,2475,42133,12887,827
2003,567,0.23,27,34,30,Gulbarga,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1677,7858422,44512,2343,1677,Chittapur,14431,16502,779,15.35,1229,18865.15,72,45,3240,46853,12845,567
2003,659,0.23,27,34,30,Gulbarga,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1678,,44119,634,,Sedam,14637,16658,758,16.75,1365,22863.75,70,46,3220,36344,12557,659
2003,568,0.23,27,34,31,Gulbarga,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1678,,40930,643,,Shahapur,15444,16351,806,17.59,1338,23535.42,55,50,2750,43115,11759,568
2003,674,0.23,27,34,28,Raichur,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1678,8081248,40657,2408,1678,Devadurga,14038,16672,880,15.4,1298,19989.2,65,47,3055,40290,13558,674
2003,683,0.23,27,34,29,Raichur,8,7,100:150,30.5,0.23,30-65 cms,Jowar,#REF!,,#REF!,595,,Sindhanur,11448,16490,681,17.37,1343,23327.91,72,52,3744,33535,11156,683
2003,587,0.23,27,34,28,Raichur,7,7,100:150,30.5,0.23,30-65 cms,Jowar,#REF!,,#REF!,684,,Maski,15171,16343,847,18.47,1222,22570.34,60,53,3180,34811,11583,587
2004,1160,0.23,27,34,28,Belgaum,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1679,7713326,40311,2297,1679,Chikkodi,12680,16946,762,15.5,1511,23420.5,75,55,4125,41910,13329,1160
2004,1133,0.23,27,34,29,Belgaum,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1680,,40288,709,,Khanapur,13506,16448,718,18.27,1257,22965.39,68,52,3536,35122,12910,1133
2004,1004,0.23,27,34,27,Belgaum,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1680,,38925,625,,Raybag ,14125,16271,817,17.21,1463,25178.23,55,48,2640,33477,11729,1004
2004,758,0.23,27,34,29,Bidar,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1680,7731360,35754,2301,1680,Humnabad,12657,16378,773,15.37,1336,20534.32,73,54,3942,47803,12057,758
2004,821,0.23,27,34,30,Bidar,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1681,,37068,589,,Aurad,12143,16229,698,18.13,1202,21792.26,63,55,3465,45531,10347,821
2004,770,0.23,27,34,28,Bidar,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1681,,37825,645,,Chitgoppa,10954,16781,830,15.45,1416,21877.2,62,52,3224,43737,11017,770
2004,452,0.23,27,34,27,Bijapur,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1681,8213366,42186,2443,1681,Sindgi,13971,16456,785,17.63,1233,21737.79,56,52,2912,43989,11889,452
2004,491,0.23,27,34,31,Bijapur,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1682,,41500,704,,Muddebihal,12900,16833,818,16.44,1221,20073.24,74,46,3404,41567,12261,491
2004,526,0.23,27,34,30,Bijapur,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1682,,41575,672,,Indi,15315,17144,840,17.19,1502,25819.38,66,55,3630,42916,13950,526
2004,697,0.23,27,34,30,Chitradurga,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1682,7764112,37663,2308,1682,Holalkere,13285,16783,713,18.45,1316,24280.2,69,49,3381,37275,12473,697
2004,697,0.23,27,34,31,Chitradurga,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1683,,35022,598,,Hosadurga,12975,16314,727,15.4,1534,23623.6,75,54,4050,47783,10686,697
2004,674,0.23,27,34,28,Chitradurga,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1683,,34916,597,,Hiriyur,11403,16600,868,16.34,1291,21094.94,57,47,2679,46580,13371,674
2004,889,0.23,27,34,27,Dharwad,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1683,8377974,38445,2489,1683,Annigeri,10644,16620,858,18.7,1429,26722.3,72,55,3960,34149,12153,889
2004,873,0.23,27,34,31,Dharwad,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1684,,42985,704,,Kundgol,12869,16920,842,16.75,1300,21775,73,49,3577,45569,12155,873
2004,853,0.23,27,34,27,Dharwad,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1684,,40808,580,,Alnavar,14932,16864,789,17.27,1596,27562.92,73,46,3358,47735,12799,853
2004,570,0.23,27,34,31,Gulbarga,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1684,7803656,39336,2317,1684,Chittapur,15184,16838,796,16.41,1534,25172.94,75,48,3600,37080,12220,570
2004,559,0.23,27,34,29,Gulbarga,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1685,,34980,663,,Sedam,10692,17095,720,16.55,1579,26132.45,71,49,3479,46050,12426,559
2004,873,0.23,27,34,29,Gulbarga,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1685,,35438,702,,Shahapur,13460,16636,801,15.67,1366,21405.22,66,53,3498,43413,12583,873
2004,705,0.23,27,34,27,Raichur,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1685,8229540,35329,2442,1685,Devadurga,10828,17042,810,17.69,1302,23032.38,65,53,3445,40982,12232,705
2004,554,0.23,27,34,31,Raichur,7,7,100:150,30.5,0.23,30-65 cms,Jowar,#REF!,,#REF!,713,,Sindhanur,11150,16212,768,18.19,1428,25975.32,72,51,3672,39025,12813,554
2004,586,0.23,27,34,32,Raichur,8,7,100:150,30.5,0.23,30-65 cms,Jowar,#REF!,,#REF!,629,,Maski,13351,17147,864,15.13,1556,23542.28,70,53,3710,43331,11287,586
2005,1109,0.23,27,34,29,Belgaum,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1686,8433372,41271,2501,1686,Chikkodi,13393,16538,865,15.18,1317,19992.06,60,49,2940,33964,12459,1109
2005,1170,0.23,27,34,27,Belgaum,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1687,,38732,705,,Khanapur,14707,16533,762,15.54,1496,23247.84,59,49,2891,41248,12634,1170
2005,1165,0.23,27,34,32,Belgaum,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1687,,38053,701,,Raybag ,13171,17129,874,16.52,1363,22516.76,59,54,3186,35198,13695,1165
2005,822,0.23,27,34,28,Bidar,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1687,8063860,37265,2390,1687,Humnabad,10854,16660,723,18.44,1597,29448.68,71,49,3479,46279,10408,822
2005,669,0.23,27,34,29,Bidar,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1688,,38849,642,,Aurad,14028,17122,891,15.51,1572,24381.72,71,45,3195,45590,12078,669
2005,772,0.23,27,34,32,Bidar,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1688,,40297,719,,Chitgoppa,12383,16964,776,16.2,1246,20185.2,59,47,2773,34319,13318,772
2005,547,0.23,27,34,31,Bijapur,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1688,8085520,41112,2395,1688,Sindgi,12438,16718,857,15.74,1358,21374.92,74,54,3996,45153,12887,547
2005,492,0.23,27,34,27,Bijapur,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1689,,42549,663,,Muddebihal,15476,17087,863,18.19,1458,26521.02,70,48,3360,43811,10930,492
2005,458,0.23,27,34,31,Bijapur,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1689,,41201,654,,Indi,13198,17010,675,16.39,1307,21421.73,56,55,3080,34044,12959,458
2005,619,0.23,27,34,30,Chitradurga,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1689,8796312,43047,2604,1689,Holalkere,13875,16648,827,15.62,1351,21102.62,58,50,2900,36517,12263,619
2005,539,0.23,27,34,29,Chitradurga,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1690,,41766,672,,Hosadurga,14128,16710,889,17.34,1383,23981.22,57,53,3021,40159,13950,539
2005,594,0.23,27,34,29,Chitradurga,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1690,,41048,650,,Hiriyur,15044,16960,888,18.53,1285,23811.05,59,46,2714,42324,11594,594
2005,834,0.23,27,34,28,Dharwad,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1690,8210020,40012,2429,1690,Annigeri,12594,16585,839,17.13,1563,26774.19,63,52,3276,45657,11848,834
2005,893,0.23,27,34,30,Dharwad,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1691,,43161,613,,Kundgol,13410,16891,695,15.36,1557,23915.52,71,47,3337,43883,10783,893
2005,810,0.23,27,34,29,Dharwad,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1691,,45453,721,,Alnavar,14008,17052,895,17.23,1293,22278.39,62,49,3038,45581,12131,810
2005,753,0.23,27,34,32,Gulbarga,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1691,7037942,47080,2081,1691,Chittapur,15743,16658,720,17.55,1373,24096.15,60,46,2760,35970,12573,753
2005,620,0.23,27,34,30,Gulbarga,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1692,,44514,620,,Sedam,15702,16990,686,16.4,1353,22189.2,74,52,3848,36087,12673,620
2005,772,0.23,27,34,30,Gulbarga,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1692,,42763,690,,Shahapur,15635,16694,675,15.21,1205,18328.05,70,49,3430,42208,11855,772
2005,640,0.23,27,34,27,Raichur,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1692,8256960,39318,2440,1692,Devadurga,13177,16524,776,17.35,1574,27308.9,62,49,3038,42690,11110,640
2005,553,0.23,27,34,29,Raichur,8,7,100:150,30.5,0.23,30-65 cms,Jowar,#REF!,,#REF!,619,,Sindhanur,13951,17034,870,16.68,1324,22084.32,58,53,3074,36612,12404,553
2005,678,0.23,27,34,31,Raichur,7,7,100:150,30.5,0.23,30-65 cms,Jowar,#REF!,,#REF!,711,,Maski,12190,16943,794,17.64,1350,23814,67,55,3685,42491,13821,678
2006,998,0.23,27,34,31,Belgaum,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1693,7814888,41316,2308,1693,Chikkodi,12504,16448,758,17.39,1377,23946.03,74,50,3700,39859,13318,998
2006,1163,0.23,27,34,31,Belgaum,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1694,,44455,713,,Khanapur,13874,16693,788,16.37,1289,21100.93,68,55,3740,45948,11302,1163
2006,1174,0.23,27,34,27,Belgaum,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1694,,45365,682,,Raybag ,14938,16660,762,18.51,1385,25636.35,70,49,3430,38329,10652,1174
2006,696,0.23,27,34,32,Bidar,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1694,8083768,44871,2386,1694,Humnabad,15643,17055,755,18.27,1298,23714.46,65,49,3185,40077,13423,696
2006,615,0.23,27,34,28,Bidar,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1695,,40378,704,,Aurad,14784,16380,765,15.25,1300,19825,56,54,3024,33072,10878,615
2006,604,0.23,27,34,30,Bidar,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1695,,37910,720,,Chitgoppa,14444,16324,866,16.33,1231,20102.23,64,52,3328,34984,11991,604
2006,530,0.23,27,34,27,Bijapur,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1695,7749540,37775,2286,1695,Sindgi,11150,16436,852,15.73,1509,23736.57,69,52,3588,37279,10615,530
2006,512,0.23,27,34,32,Bijapur,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1696,,41572,632,,Muddebihal,12316,16960,690,16.16,1284,20749.44,57,48,2736,42462,10615,512
2006,538,0.23,27,34,28,Bijapur,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1696,,41533,587,,Indi,14309,17152,744,17.54,1518,26625.72,64,55,3520,40943,13682,538
2006,543,0.23,27,34,28,Chitradurga,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1696,8256128,42404,2434,1696,Holalkere,14947,16214,857,15.13,1584,23965.92,58,50,2900,46732,12694,543
2006,553,0.23,27,34,28,Chitradurga,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1697,,43020,683,,Hosadurga,12277,17026,824,17.32,1261,21840.52,74,47,3478,47458,12993,553
2006,669,0.23,27,34,30,Chitradurga,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1697,,45312,593,,Hiriyur,15180,16284,753,15.37,1295,19904.15,74,45,3330,39971,13341,669
2006,843,0.23,27,34,32,Dharwad,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1697,7921596,43977,2334,1697,Annigeri,15563,16413,752,18.52,1465,27131.8,70,53,3710,35457,12635,843
2006,836,0.23,27,34,27,Dharwad,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1698,,40529,668,,Kundgol,14569,16733,850,15.22,1422,21642.84,68,55,3740,36946,13430,836
2006,817,0.23,27,34,32,Dharwad,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1698,,38777,713,,Alnavar,13845,16343,732,16.65,1437,23926.05,73,55,4015,40474,10288,817
2006,565,0.23,27,34,32,Gulbarga,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1698,8394912,40465,2472,1698,Chittapur,12115,17165,855,15.28,1347,20582.16,75,48,3600,40895,13527,565
2006,605,0.23,27,34,27,Gulbarga,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1699,,42178,604,,Sedam,12817,16727,720,15.54,1329,20652.66,75,47,3525,35546,10462,605
2006,635,0.23,27,34,31,Gulbarga,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1699,,40732,696,,Shahapur,15533,16388,897,17.25,1292,22287,69,47,3243,36513,11254,635
2006,556,0.23,27,34,29,Raichur,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1699,7655694,36889,2253,1699,Devadurga,13828,16438,778,18.29,1584,28971.36,58,53,3074,38553,11491,556
2006,675,0.23,27,34,31,Raichur,7,7,100:150,30.5,0.23,30-65 cms,Jowar,#REF!,,#REF!,643,,Sindhanur,11371,16438,752,16.4,1469,24091.6,66,47,3102,35540,10969,675
2006,679,0.23,27,34,32,Raichur,8,7,100:150,30.5,0.23,30-65 cms,Jowar,#REF!,,#REF!,616,,Maski,11690,16530,723,16.59,1240,20571.6,72,49,3528,34968,11798,679
2007,1139,0.23,27,34,28,Belgaum,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1700,8343600,37483,2454,1700,Chikkodi,13047,17013,721,17.68,1310,23160.8,74,49,3626,47108,13343,1139
2007,965,0.23,27,34,29,Belgaum,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1701,,39085,707,,Khanapur,11508,16875,875,16.73,1272,21280.56,69,54,3726,34723,10671,965
2007,1086,0.23,27,34,28,Belgaum,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1701,,39546,599,,Raybag ,12928,16919,858,15.55,1232,19157.6,70,47,3290,34438,11896,1086
2007,645,0.23,27,34,30,Bidar,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1701,8270262,37778,2431,1701,Humnabad,14649,16275,743,15.26,1238,18891.88,69,52,3588,39357,13077,645
2007,789,0.23,27,34,29,Bidar,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1702,,35882,611,,Aurad,11969,16773,820,17.24,1220,21032.8,60,47,2820,47297,10362,789
2007,671,0.23,27,34,32,Bidar,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1702,,35910,709,,Chitgoppa,11160,16764,868,17.71,1347,23855.37,65,47,3055,33025,12524,671
2007,536,0.23,27,34,27,Bijapur,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1702,7836008,36622,2302,1702,Sindgi,12753,16802,739,16.53,1517,25076.01,66,46,3036,37809,12030,536
2007,516,0.23,27,34,31,Bijapur,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1703,,35611,719,,Muddebihal,11997,16693,822,17.57,1271,22331.47,73,52,3796,37117,10531,516
2007,513,0.23,27,34,30,Bijapur,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1703,,34319,674,,Indi,11872,16853,741,17.25,1213,20924.25,65,53,3445,37448,12548,513
2007,590,0.23,27,34,29,Chitradurga,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1703,8228896,34801,2416,1703,Holalkere,11742,16979,676,17.35,1526,26476.1,70,47,3290,33886,10456,590
2007,515,0.23,27,34,28,Chitradurga,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1704,,38731,661,,Hosadurga,10705,16803,870,16.21,1295,20991.95,73,53,3869,43478,11386,515
2007,535,0.23,27,34,28,Chitradurga,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1704,,42904,673,,Hiriyur,12354,16306,870,15.34,1561,23945.74,69,45,3105,47983,12533,535
2007,852,0.23,27,34,31,Dharwad,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1704,7640736,43521,2242,1704,Annigeri,15672,16662,837,15.36,1256,19292.16,72,47,3384,42289,13662,852
2007,831,0.23,27,34,30,Dharwad,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1705,,42805,635,,Kundgol,14878,16250,708,16.31,1345,21936.95,70,54,3780,45201,13484,831
2007,820,0.23,27,34,31,Dharwad,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1705,,39346,664,,Alnavar,12971,17136,697,17.41,1326,23085.66,70,53,3710,33020,13548,820
2007,869,0.23,27,34,29,Gulbarga,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1705,7911200,38075,2320,1705,Chittapur,14956,16749,704,15.23,1562,23789.26,65,49,3185,42418,12637,869
2007,638,0.23,27,34,32,Gulbarga,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1706,,34913,676,,Sedam,11419,16441,804,18.38,1541,28323.58,60,52,3120,47933,11040,638
2007,758,0.23,27,34,29,Gulbarga,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1706,,36096,621,,Shahapur,11700,16548,812,16.29,1550,25249.5,69,47,3243,41341,11400,758
2007,674,0.23,27,34,28,Raichur,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1706,8035260,36398,2355,1706,Devadurga,11794,17057,786,15.26,1398,21333.48,65,54,3510,42995,12247,674
2007,554,0.23,27,34,28,Raichur,6,7,100:150,30.5,0.23,30-65 cms,Jowar,#REF!,,#REF!,689,,Sindhanur,12602,16632,696,16.73,1442,24124.66,61,49,2989,33725,11751,554
2007,640,0.23,27,34,29,Raichur,8,7,100:150,30.5,0.23,30-65 cms,Jowar,#REF!,,#REF!,715,,Maski,12002,16978,873,18.42,1449,26690.58,64,46,2944,41883,12256,640
2008,963,0.23,27,34,31,Belgaum,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1707,8121906,36376,2379,1707,Chikkodi,12316,16571,805,16.7,1471,24565.7,65,45,2925,44366,12721,963
2008,1142,0.23,27,34,32,Belgaum,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1708,,37387,600,,Khanapur,13227,16293,877,16.54,1285,21253.9,74,47,3478,42590,10873,1142
2008,1091,0.23,27,34,27,Belgaum,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1708,,34978,650,,Raybag ,10833,16381,697,17.56,1216,21352.96,69,51,3519,36333,11525,1091
2008,648,0.23,27,34,27,Bidar,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1708,7320488,37713,2143,1708,Humnabad,13327,16391,719,18.13,1557,28228.41,55,51,2805,33053,11385,648
2008,753,0.23,27,34,32,Bidar,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1709,,37197,638,,Aurad,10818,16812,682,15.48,1440,22291.2,56,52,2912,40428,13538,753
2008,604,0.23,27,34,30,Bidar,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1709,,41182,583,,Chitgoppa,13568,16217,742,15.62,1365,21321.3,68,47,3196,36744,12415,604
2008,474,0.23,27,34,27,Bijapur,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1709,7755442,42703,2269,1709,Sindgi,12811,16694,759,15.51,1442,22365.42,59,48,2832,45421,11919,474
2008,452,0.23,27,34,27,Bijapur,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1710,,43783,588,,Muddebihal,14803,16500,725,18.35,1253,22992.55,57,48,2736,35131,10648,452
2008,457,0.23,27,34,30,Bijapur,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1710,,44526,622,,Indi,15089,16478,785,17.51,1555,27228.05,59,50,2950,38718,10247,457
2008,591,0.23,27,34,28,Chitradurga,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1710,7961760,41439,2328,1710,Holalkere,13891,16798,727,18.45,1343,24778.35,72,55,3960,38517,10552,591
2008,647,0.23,27,34,31,Chitradurga,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1711,,41462,580,,Hosadurga,15546,16487,766,17.61,1495,26326.95,65,53,3445,41533,11477,647
2008,582,0.23,27,34,29,Chitradurga,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1711,,38072,676,,Hiriyur,12002,16762,835,16.23,1396,22657.08,64,46,2944,34721,12260,582
2008,892,0.23,27,34,29,Dharwad,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1711,7497602,37959,2191,1711,Annigeri,13914,16423,734,17.44,1240,21625.6,55,48,2640,41872,13307,892
2008,829,0.23,27,34,32,Dharwad,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1712,,36501,715,,Kundgol,12156,16833,704,17.62,1420,25020.4,65,51,3315,35105,12254,829
2008,853,0.23,27,34,32,Dharwad,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1712,,36803,699,,Alnavar,11889,16759,753,15.31,1261,19305.91,55,46,2530,45356,13958,853
2008,831,0.23,27,34,28,Gulbarga,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1712,8152544,36334,2381,1712,Chittapur,12456,16307,857,17.38,1224,21273.12,68,50,3400,39483,10948,831
2008,820,0.23,27,34,28,Gulbarga,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1713,,38145,672,,Sedam,12458,16754,752,15.58,1362,21219.96,69,55,3795,42497,11547,820
2008,760,0.23,27,34,31,Gulbarga,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1713,,36802,604,,Shahapur,11420,16958,772,17.32,1379,23884.28,62,51,3162,38673,10849,760
2008,687,0.23,27,34,29,Raichur,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1713,7376178,36691,2153,1713,Devadurga,14267,16384,722,18.44,1381,25465.64,73,53,3869,46009,10281,687
2008,601,0.23,27,34,31,Raichur,6,7,100:150,30.5,0.23,30-65 cms,Jowar,#REF!,,#REF!,691,,Sindhanur,11115,16525,717,18.45,1410,26014.5,75,55,4125,36525,12940,601
2008,618,0.23,27,34,27,Raichur,8,7,100:150,30.5,0.23,30-65 cms,Jowar,#REF!,,#REF!,631,,Maski,11309,16213,714,15.49,1533,23746.17,64,51,3264,33960,13860,618
2009,968,0.23,27,34,27,Belgaum,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1714,7730140,39246,2255,1714,Chikkodi,11555,16363,808,16.68,1259,21000.12,63,53,3339,46120,12250,968
2009,1162,0.23,27,34,28,Belgaum,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1715,,41914,680,,Khanapur,12046,16783,714,16.32,1431,23353.92,66,53,3498,35639,13020,1162
2009,1136,0.23,27,34,30,Belgaum,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1715,,43288,678,,Raybag ,15645,16853,733,17.34,1222,21189.48,65,45,2925,40015,12187,1136
2009,732,0.23,27,34,32,Bidar,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1715,7758660,41364,2262,1715,Humnabad,14223,17090,696,15.42,1373,21171.66,71,53,3763,39784,10413,732
2009,745,0.23,27,34,31,Bidar,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1716,,41812,589,,Aurad,13420,17104,877,18.54,1592,29515.68,60,46,2760,33938,13039,745
2009,679,0.23,27,34,32,Bidar,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1716,,39495,676,,Chitgoppa,13721,17160,689,18.59,1417,26342.03,71,54,3834,42994,13828,679
2009,498,0.23,27,34,28,Bijapur,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1716,7564128,38560,2204,1716,Sindgi,14671,17164,700,16.14,1273,20546.22,70,49,3430,44327,12571,498
2009,497,0.23,27,34,29,Bijapur,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1717,,37230,632,,Muddebihal,11103,16957,769,18.63,1384,25783.92,56,46,2576,45222,11173,497
2009,500,0.23,27,34,32,Bijapur,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1717,,38607,698,,Indi,12786,16247,735,16.68,1516,25286.88,70,51,3570,34331,12263,500
2009,585,0.23,27,34,32,Chitradurga,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1717,8547226,38642,2489,1717,Holalkere,13341,16998,889,17.74,1515,26876.1,55,55,3025,33468,11146,585
2009,539,0.23,27,34,29,Chitradurga,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1718,,39230,675,,Hosadurga,12480,16336,827,16.74,1358,22732.92,69,55,3795,46509,13744,539
2009,589,0.23,27,34,31,Chitradurga,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1718,,41906,717,,Hiriyur,12821,17047,773,17.51,1592,27875.92,69,51,3519,45564,12330,589
2009,890,0.23,27,34,29,Dharwad,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1718,7497352,42020,2182,1718,Annigeri,13929,17079,713,16.66,1585,26406.1,69,51,3519,37684,11204,890
2009,833,0.23,27,34,30,Dharwad,6,7,100:150,30.5,0.23,30-65 cms,Jowar,1719,,43662,679,,Kundgol,15156,16392,687,18.53,1466,27164.98,61,53,3233,34625,13344,833
2009,877,0.23,27,34,30,Dharwad,7,7,100:150,30.5,0.23,30-65 cms,Jowar,1719,,43452,693,,Alnavar,12935,16672,782,17.52,1393,24405.36,57,54,3078,38537,10392,877
2009,864,0.23,27,34,28,Gulbarga,8,7,100:150,30.5,0.23,30-65 cms,Jowar,1719,8020854,43112,2333,1719,Chittapur,15571,16457,729,15.27,1551,23683.77,65,55,3575,39224,11235,864
